@relation 'pacmanwithfood-weka.filters.unsupervised.attribute.Remove-R1-2,11-18,33-34-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,22'

@attribute goWest {T,F}
@attribute goEast {T,F}
@attribute goNorth {T,F}
@attribute goSouth {T,F}
@attribute ghost1 {T,F}
@attribute ghost2 {T,F}
@attribute ghost3 {T,F}
@attribute ghost4 {T,F}
@attribute disttoghost1 {0,1,2,3}
@attribute disttoghost2 {0,1,2,3}
@attribute disttoghost3 {0,1,2,3}
@attribute disttoghost4 {0,1,2,3}
@attribute direction_ghost1 {West,Stop,East,North,South}
@attribute direction_ghost2 {West,Stop,East,North,South}
@attribute direction_ghost3 {West,Stop,East,North,South}
@attribute direction_ghost4 {West,Stop,East,North,South}
@attribute best_dir_to_g1 {West,East,North,South,None}
@attribute best_dir_to_g2 {West,East,North,South,None}
@attribute best_dir_to_g3 {West,East,North,South,None}
@attribute best_dir_to_g4 {West,East,North,South,None}
@attribute score numeric
@attribute direction {West,East,North,South}
@attribute score1 numeric

@data
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,573,West,572
T,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,572,West,571
T,T,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,571,West,570
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,570,West,569
T,T,F,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,569,West,568
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,568,West,567
T,T,F,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,West,None,None,None,567,West,566
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,566,West,565
T,T,F,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,West,None,None,None,565,West,564
T,T,F,F,T,T,T,T,2,0,1,3,South,North,West,Stop,West,East,East,East,-1,East,-2
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,North,East,East,East,East,-2,East,-3
T,T,F,F,T,T,T,T,2,0,1,3,South,West,East,North,East,East,East,East,-3,East,-4
T,T,F,T,T,T,T,T,2,0,1,3,South,West,East,West,East,South,East,East,-4,South,195
F,T,T,T,T,F,T,T,1,3,0,2,East,Stop,South,West,East,None,North,East,195,North,194
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,East,None,East,East,194,East,193
T,T,F,T,T,F,T,T,1,3,0,2,North,Stop,North,West,South,None,East,East,193,East,192
T,T,F,F,T,F,T,T,1,3,0,2,North,Stop,West,North,West,None,East,East,192,East,191
T,T,F,F,T,F,T,T,2,3,0,1,West,Stop,East,East,East,None,East,East,191,East,190
T,T,F,F,T,F,T,T,2,3,0,1,East,Stop,South,East,East,None,East,East,190,East,189
T,T,F,T,T,F,T,T,2,3,0,1,East,Stop,East,North,South,None,East,East,189,East,388
T,T,F,T,T,F,F,T,1,2,3,0,South,Stop,Stop,West,West,None,None,South,388,South,387
T,F,T,T,T,F,F,T,1,2,3,0,South,Stop,Stop,East,West,None,None,South,387,South,386
T,T,T,F,T,F,F,T,1,2,3,0,North,Stop,Stop,East,West,None,None,East,386,East,385
T,T,F,T,T,F,F,T,1,2,3,0,South,Stop,Stop,East,West,None,None,East,385,East,384
T,T,F,T,T,F,F,T,1,2,3,0,East,Stop,Stop,East,West,None,None,East,384,East,583
T,T,T,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,583,West,582
T,T,F,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,West,None,None,None,582,West,581
T,T,F,T,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,581,West,580
T,T,T,F,T,F,F,F,0,1,2,3,East,Stop,Stop,Stop,West,None,None,None,580,West,579
T,T,T,T,T,F,F,F,0,1,2,3,West,Stop,Stop,Stop,South,None,None,None,579,South,578
T,F,T,T,T,F,F,F,0,1,2,3,North,Stop,Stop,Stop,South,None,None,None,578,South,577
T,F,T,T,T,F,F,F,0,1,2,3,South,Stop,Stop,Stop,South,None,None,None,577,South,676
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,West,South,West,West,West,East,99,West,198
T,T,F,F,T,T,T,T,0,1,2,3,Stop,Stop,West,South,West,West,West,East,198,West,297
F,T,T,F,T,T,T,T,0,1,2,3,East,East,West,North,North,North,North,North,297,North,396
F,F,T,T,T,T,T,T,0,1,2,3,West,East,West,West,North,North,North,North,396,North,495
T,T,T,T,T,T,T,T,0,2,1,3,West,West,West,East,West,North,North,North,495,West,594
T,T,F,F,T,T,T,T,0,1,2,3,East,East,West,South,West,East,East,East,594,West,893
T,T,F,T,F,T,T,T,3,0,1,2,North,North,West,South,None,East,East,East,893,East,892
T,T,F,F,F,T,T,T,3,0,1,2,South,South,East,North,None,East,East,East,892,East,891
T,T,T,T,F,T,T,T,3,0,1,2,South,South,East,North,None,North,North,East,891,North,990
F,F,T,T,F,T,T,T,3,0,1,2,South,North,West,North,None,North,North,North,990,North,1089
T,F,T,T,F,T,T,T,3,0,1,2,East,South,West,North,None,North,North,North,1089,North,1188
F,F,T,T,F,T,T,T,3,1,0,2,East,West,East,South,None,North,North,North,1188,North,1287
T,T,T,T,F,T,T,T,3,1,0,2,East,East,North,North,None,East,East,East,1287,East,1386
T,T,F,F,F,T,T,T,3,1,0,2,West,East,North,South,None,East,East,East,1386,East,1485
T,T,F,F,F,T,T,T,3,1,0,2,West,East,North,South,None,East,East,East,1485,East,1584
T,T,F,T,F,T,T,T,3,1,0,2,North,East,North,South,None,East,South,East,1584,South,1783
F,T,T,T,F,T,F,T,2,0,3,1,North,East,West,North,None,East,None,North,1783,East,1782
T,F,T,T,F,T,F,T,2,0,3,1,North,East,West,North,None,South,None,North,1782,South,1981
T,T,T,F,F,F,F,T,1,2,3,0,North,Stop,West,South,None,None,None,North,1981,North,1980
T,F,T,T,F,F,F,T,1,2,3,0,East,Stop,West,North,None,None,None,North,1980,North,2079
T,T,F,T,F,F,F,T,1,2,3,0,East,East,North,South,None,None,None,East,2079,East,2178
T,T,F,F,F,F,F,T,1,2,3,0,West,North,South,South,None,None,None,East,2178,East,2277
T,T,F,F,F,F,F,T,1,2,3,0,South,South,West,South,None,None,None,East,2277,East,2376
T,T,T,T,F,F,F,T,1,2,3,0,South,South,East,South,None,None,None,East,2376,East,2475
T,T,F,F,F,F,F,T,1,2,3,0,South,North,North,South,None,None,None,East,2475,East,2574
T,T,T,F,F,F,F,T,1,2,3,0,South,South,South,South,None,None,None,East,2574,East,2673
T,F,F,T,F,F,F,T,1,2,3,0,East,North,West,South,None,None,None,South,2673,South,2772
F,F,T,T,F,F,F,T,1,2,3,0,West,South,West,South,None,None,None,South,2772,South,2871
T,T,T,T,F,F,F,T,1,2,3,0,East,West,East,South,None,None,None,East,2871,East,2970
T,T,F,F,T,T,T,T,0,1,2,3,East,East,West,West,West,West,West,East,99,West,198
T,T,F,F,T,T,T,T,0,1,2,3,East,West,East,East,West,West,West,East,198,West,297
F,T,T,F,T,T,T,T,0,1,2,3,West,West,East,East,North,North,North,North,297,North,396
F,F,T,T,T,T,T,T,0,1,2,3,North,West,East,South,North,North,North,North,396,North,495
T,T,T,T,T,T,T,T,0,1,2,3,South,East,East,North,West,North,North,East,495,West,594
T,T,F,F,T,T,T,T,0,1,2,3,East,East,East,West,West,East,East,East,594,West,893
T,T,F,T,F,T,T,T,3,0,1,2,Stop,East,East,East,None,East,East,East,893,East,892
T,T,F,F,F,T,T,T,3,0,1,2,North,East,East,West,None,East,East,East,892,East,891
T,T,T,T,F,T,T,T,3,0,1,2,South,West,West,West,None,North,North,North,891,North,990
F,F,T,T,F,T,T,T,3,1,0,2,East,East,North,East,None,North,North,North,990,North,1089
T,F,T,T,F,T,T,T,3,1,0,2,East,East,North,West,None,North,North,North,1089,North,1188
F,F,T,T,F,T,T,T,3,1,0,2,West,West,South,East,None,North,North,North,1188,North,1287
T,T,T,T,F,T,T,T,3,0,1,2,West,West,South,East,None,East,East,East,1287,East,1386
T,T,F,F,F,T,T,T,3,1,0,2,North,West,West,West,None,East,East,East,1386,East,1485
T,T,F,F,F,T,T,T,3,0,1,2,North,East,West,West,None,East,East,East,1485,East,1584
T,T,F,T,F,T,T,T,3,0,1,2,North,West,East,West,None,South,East,East,1584,East,1683
T,T,F,T,F,T,T,T,3,0,1,2,South,East,East,East,None,West,South,East,1683,South,1682
T,F,T,T,F,T,T,T,3,1,0,2,South,West,East,East,None,West,South,North,1682,South,1881
T,T,T,F,F,T,F,T,2,0,3,1,North,East,Stop,West,None,West,None,North,1881,West,2080
T,T,T,F,F,F,F,T,1,2,3,0,North,Stop,East,East,None,None,None,North,2080,North,2079
F,T,T,T,F,F,F,T,1,2,3,0,North,Stop,East,West,None,None,None,North,2079,North,2078
T,T,F,T,F,F,F,T,1,2,3,0,North,West,East,East,None,None,None,East,2078,East,2077
T,T,F,T,F,F,F,T,1,2,3,0,South,East,East,South,None,None,None,East,2077,East,2176
T,T,F,F,F,F,F,T,1,2,3,0,South,West,East,North,None,None,None,East,2176,East,2275
T,T,F,F,F,F,F,T,1,2,3,0,South,West,West,West,None,None,None,East,2275,East,2374
T,T,T,T,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,2374,East,2473
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,2473,East,2572
T,T,T,F,F,F,F,T,1,2,3,0,South,East,West,East,None,None,None,North,2572,North,2671
T,T,F,F,T,T,T,T,1,0,2,3,East,East,West,Stop,West,West,West,East,99,West,198
T,T,F,F,T,T,T,T,2,0,1,3,East,South,West,West,West,West,West,East,198,West,297
T,T,T,F,T,T,T,T,1,0,2,3,East,South,West,West,North,North,North,North,297,North,396
F,F,T,T,T,T,T,T,1,0,2,3,West,South,West,West,North,North,North,North,396,North,495
F,T,T,T,T,T,T,T,2,0,1,3,West,South,East,West,North,East,East,East,495,East,594
T,T,F,F,T,T,T,T,2,0,1,3,East,South,East,West,West,East,East,East,594,East,693
T,T,F,F,T,T,T,T,2,0,1,3,West,East,South,East,West,East,East,East,693,East,992
T,T,T,F,T,F,T,T,1,3,0,2,East,Stop,South,East,West,None,North,East,992,North,991
F,T,T,T,T,F,T,T,1,3,0,2,East,East,South,East,South,None,East,East,991,East,990
T,F,T,T,T,F,T,T,1,3,0,2,South,East,South,South,West,None,South,South,990,South,1289
T,T,T,F,T,F,F,T,0,2,3,1,East,East,Stop,North,West,None,None,East,1289,West,1288
T,T,T,F,T,F,F,T,0,2,3,1,North,North,East,West,West,None,None,East,1288,West,1287
T,T,F,F,T,F,F,T,0,2,3,1,East,North,East,East,West,None,None,East,1287,West,1286
T,T,F,F,T,F,F,T,0,2,3,1,West,North,East,East,West,None,None,East,1286,West,1285
F,T,T,T,T,F,F,T,0,2,3,1,West,South,North,West,North,None,None,East,1285,North,1384
T,F,T,T,T,F,F,T,0,2,3,1,West,West,North,West,North,None,None,South,1384,North,1483
T,F,F,T,T,F,F,T,0,2,3,1,West,East,North,West,West,None,None,South,1483,West,1582
T,T,F,T,T,F,F,T,0,2,3,1,West,West,North,West,West,None,None,East,1582,West,1681
T,T,F,T,T,F,F,T,0,2,3,1,South,West,South,West,West,None,None,East,1681,West,1780
T,T,F,F,T,F,F,T,0,2,3,1,South,West,North,West,West,None,None,East,1780,West,1879
T,T,F,F,T,F,F,T,0,2,3,1,South,West,North,West,West,None,None,East,1879,West,1878
F,T,F,T,T,F,F,T,0,2,3,1,South,West,North,East,South,None,None,East,1878,South,1977
F,F,T,T,T,F,F,T,0,2,3,1,North,West,East,East,South,None,None,North,1977,South,2276
F,F,T,T,F,F,F,T,1,2,3,0,North,East,West,West,None,None,None,North,2276,North,2275
F,F,T,T,F,F,F,T,1,2,3,0,North,East,East,West,None,None,None,North,2275,North,2274
F,T,F,T,F,F,F,T,1,2,3,0,North,East,East,West,None,None,None,East,2274,East,2273
T,T,F,F,F,F,F,T,1,2,3,0,South,East,West,West,None,None,None,East,2273,East,2272
T,T,F,F,F,F,F,T,1,2,3,0,North,East,West,West,None,None,None,East,2272,East,2271
T,T,F,T,F,F,F,T,1,2,3,0,North,West,West,East,None,None,None,East,2271,East,2270
T,T,F,T,F,F,F,T,1,2,3,0,South,East,South,East,None,None,None,East,2270,East,2269
T,F,F,T,F,F,F,T,1,2,3,0,South,East,North,East,None,None,None,South,2269,South,2468
T,F,T,T,F,F,F,T,1,2,3,0,North,East,Stop,South,None,None,None,South,2468,South,2467
F,T,T,T,F,F,F,T,1,2,3,0,South,East,West,South,None,None,None,East,2467,East,2466
T,T,F,F,F,F,F,T,1,2,3,0,North,West,West,North,None,None,None,East,2466,East,2465
T,T,F,F,F,F,F,T,1,2,3,0,North,West,North,West,None,None,None,East,2465,East,2464
T,T,T,F,F,F,F,T,1,2,3,0,North,East,North,West,None,None,None,East,2464,East,2463
T,T,T,F,F,F,F,T,1,2,3,0,North,East,South,West,None,None,None,East,2463,East,2562
T,T,F,F,F,F,F,T,1,2,3,0,South,West,North,West,None,None,None,East,2562,East,2661
T,T,F,F,F,F,F,T,1,2,3,0,North,West,South,West,None,None,None,East,2661,East,2760
T,F,T,T,F,F,F,T,1,2,3,0,North,West,South,East,None,None,None,North,2760,North,2859
F,T,T,T,F,F,F,T,1,2,3,0,South,West,East,South,None,None,None,North,2859,North,2958
F,T,F,T,F,F,F,T,1,2,3,0,South,West,West,South,None,None,None,East,2958,East,3057
T,T,F,T,F,F,F,T,1,2,3,0,South,West,West,North,None,None,None,East,3057,East,3156
T,T,F,T,F,F,F,T,1,2,3,0,South,East,East,North,None,None,None,East,3156,East,3255
T,T,F,F,F,F,F,T,1,2,3,0,East,West,North,South,None,None,None,East,3255,East,3354
T,T,F,F,F,F,F,T,1,2,3,0,West,East,North,South,None,None,None,East,3354,East,3353
T,F,F,T,F,F,F,T,1,2,3,0,East,West,North,South,None,None,None,South,3353,South,3452
T,T,F,F,T,T,T,T,1,0,2,3,East,East,Stop,West,West,West,West,East,99,West,198
T,T,F,F,T,T,T,T,0,1,2,3,East,East,Stop,East,West,West,West,East,198,West,297
T,T,T,F,T,T,T,T,0,1,2,3,West,East,West,South,North,North,North,North,297,North,396
F,F,T,T,T,T,T,T,0,1,2,3,West,East,East,South,North,North,North,North,396,North,495
F,T,T,T,T,T,T,T,0,1,2,3,West,East,East,South,North,East,East,East,495,East,594
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,South,West,East,East,East,594,East,693
T,T,F,F,T,T,T,T,2,0,1,3,East,West,East,South,West,East,East,East,693,East,792
T,T,T,F,T,T,T,T,2,0,1,3,West,East,East,South,West,North,North,East,792,North,791
F,T,T,T,T,T,T,T,2,0,1,3,East,South,East,West,South,East,North,East,791,East,990
T,F,T,T,T,F,T,T,2,3,0,1,West,West,West,West,West,None,North,South,990,North,1189
T,T,F,T,T,F,F,T,1,2,3,0,East,West,East,West,West,None,None,South,1189,South,1188
T,F,T,T,T,F,F,T,0,2,3,1,East,West,West,East,West,None,None,South,1188,South,1287
T,T,T,F,T,F,F,T,0,2,3,1,West,East,West,East,West,None,None,East,1287,East,1386
T,T,F,F,T,F,F,T,1,2,3,0,West,West,West,North,West,None,None,East,1386,East,1485
T,T,F,F,T,F,F,T,1,2,3,0,East,West,North,North,West,None,None,East,1485,East,1584
T,F,T,T,T,F,F,T,1,2,3,0,West,East,South,North,West,None,None,South,1584,South,1683
F,F,T,T,T,F,F,T,1,2,3,0,East,West,West,South,North,None,None,South,1683,South,1782
T,T,T,F,T,F,F,T,1,2,3,0,West,North,West,South,North,None,None,East,1782,East,1881
T,T,F,F,T,F,F,T,1,2,3,0,East,North,East,South,West,None,None,East,1881,East,1980
T,T,T,F,T,F,F,T,1,2,3,0,East,South,North,North,West,None,None,East,1980,East,2079
T,T,F,F,T,F,F,T,1,2,3,0,West,South,North,North,West,None,None,East,2079,East,2178
T,T,F,F,T,F,F,T,1,2,3,0,West,South,North,North,West,None,None,East,2178,East,2277
T,F,T,F,T,F,F,T,1,2,3,0,West,East,North,North,West,None,None,North,2277,North,2376
F,F,T,T,T,F,F,T,1,2,3,0,West,West,North,North,South,None,None,North,2376,North,2675
F,F,T,T,T,F,F,F,0,1,2,3,South,East,North,East,South,None,None,None,2675,South,2674
F,F,T,T,T,F,F,F,0,1,2,3,North,West,South,East,South,None,None,None,2674,South,2673
T,F,T,F,T,F,F,F,0,1,2,3,South,North,North,East,West,None,None,None,2673,West,2672
T,T,F,F,T,F,F,F,0,1,2,3,South,South,South,West,West,None,None,None,2672,West,2671
T,T,F,F,T,F,F,F,0,1,2,3,South,North,West,West,West,None,None,None,2671,West,2670
T,T,T,F,T,F,F,F,0,1,2,3,South,North,East,West,West,None,None,None,2670,West,2669
T,T,F,F,T,F,F,F,0,1,2,3,South,South,West,East,West,None,None,None,2669,West,2668
T,T,T,F,T,F,F,F,0,1,2,3,South,South,East,East,West,None,None,None,2668,West,2767
T,T,F,F,T,F,F,F,0,1,2,3,South,South,South,East,West,None,None,None,2767,West,2866
T,T,F,F,T,F,F,F,0,1,2,3,South,North,South,West,West,None,None,None,2866,West,2965
T,T,F,F,T,F,F,F,0,1,2,3,East,South,East,North,West,None,None,None,2965,West,2964
T,T,F,F,T,F,F,F,0,1,2,3,East,North,West,North,West,None,None,None,2964,West,2963
T,T,F,F,T,F,F,F,0,1,2,3,East,North,West,North,West,None,None,None,2963,West,2962
T,T,F,F,T,F,F,F,0,1,2,3,East,South,West,North,West,None,None,None,2962,West,2961
F,F,T,T,T,T,T,T,0,1,2,3,Stop,Stop,East,East,South,South,South,South,-1,South,-2
F,T,T,T,T,T,T,T,0,1,2,3,East,Stop,East,North,South,East,East,East,-2,South,-3
F,T,T,T,T,T,T,T,0,1,2,3,East,West,East,South,South,East,East,East,-3,South,-4
F,T,T,T,T,T,T,T,0,1,2,3,West,East,East,East,South,East,East,East,-4,South,-5
F,F,T,T,T,T,T,T,0,1,2,3,East,North,West,East,South,South,South,South,-5,South,-6
F,T,T,T,T,T,T,T,0,1,2,3,West,North,West,North,South,East,East,East,-6,South,-7
F,F,T,T,T,T,T,T,0,1,2,3,East,North,South,North,South,South,North,North,-7,South,-8
F,F,T,T,T,T,T,T,0,1,2,3,South,South,South,North,South,South,North,North,-8,South,-9
F,F,T,T,T,T,T,T,0,1,2,3,South,West,North,West,South,South,North,North,-9,South,-10
F,F,T,T,T,T,T,T,0,1,2,3,West,South,East,South,South,South,North,North,-10,South,-11
F,F,T,T,T,T,T,T,0,1,2,3,South,South,South,North,South,South,North,North,-11,South,-12
F,T,T,T,T,T,T,T,0,1,2,3,South,West,East,West,East,East,North,North,-12,East,-13
T,T,F,T,T,T,T,T,0,1,2,3,South,East,East,West,East,East,East,East,-13,East,-14
T,T,T,T,T,T,T,T,0,1,2,3,South,North,West,West,East,East,East,East,-14,East,-15
T,T,T,T,T,T,T,T,0,1,2,3,East,East,West,East,East,East,East,East,-15,East,-16
T,T,T,T,T,T,T,T,0,1,2,3,East,South,East,East,South,East,East,East,-16,South,-17
T,F,T,T,T,T,T,T,0,1,2,3,East,West,East,West,South,South,North,North,-17,South,-18
T,F,T,T,T,T,T,T,0,1,2,3,East,East,East,South,South,South,North,North,-18,South,-19
T,T,T,F,T,T,T,T,0,1,2,3,East,North,East,South,East,East,North,North,-19,East,-20
T,T,F,F,T,T,T,T,0,1,2,3,East,South,East,South,East,East,East,East,-20,East,-21
T,T,F,F,T,T,T,T,0,1,2,3,East,South,North,East,East,East,East,East,-21,East,178
T,T,T,F,F,T,T,T,3,0,1,2,Stop,North,North,East,None,North,North,North,178,North,177
F,T,T,T,F,T,T,T,3,0,1,2,Stop,West,South,East,None,East,North,North,177,East,176
T,T,T,T,F,T,T,T,3,0,1,2,Stop,East,South,West,None,East,North,North,176,East,375
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,375,North,374
T,T,T,T,F,F,T,T,2,3,0,1,Stop,Stop,South,West,None,None,North,North,374,North,373
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,North,North,373,North,372
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,North,North,372,North,371
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,North,North,371,North,370
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,North,North,370,North,369
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,North,North,369,North,368
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,North,None,None,North,North,368,North,367
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,367,East,366
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,366,East,365
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,365,East,364
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,364,East,363
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,East,None,None,East,East,363,East,362
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,362,East,361
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,361,East,360
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,West,None,None,East,East,360,East,359
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,East,East,359,East,358
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,East,East,358,East,357
T,F,T,T,F,F,T,T,2,3,0,1,Stop,Stop,North,West,None,None,South,South,357,South,356
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,South,South,356,South,355
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,South,North,None,None,East,East,355,East,354
T,T,F,F,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,East,East,354,East,353
T,T,T,F,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,East,North,353,North,352
F,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,East,North,None,None,East,East,352,East,351
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,East,East,351,East,350
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,West,East,350,East,349
T,T,F,T,F,F,T,T,2,3,1,0,Stop,Stop,West,North,None,None,West,East,349,East,348
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,West,None,None,West,North,348,North,347
F,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,East,South,None,None,South,North,347,North,346
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,East,None,None,South,North,346,North,345
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,South,North,345,North,344
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,East,None,None,South,East,344,East,343
T,T,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,East,343,East,342
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,North,South,None,None,West,South,342,South,341
T,F,T,T,F,F,T,T,2,3,1,0,Stop,Stop,West,South,None,None,West,South,341,South,540
T,F,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,540,West,539
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,539,West,538
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,538,South,537
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,537,South,536
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,536,West,535
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,535,West,534
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,534,West,533
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,South,None,533,South,532
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,South,None,532,South,531
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,531,South,530
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,530,South,529
F,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,South,None,529,South,528
T,T,T,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,528,West,527
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,East,Stop,None,None,West,None,527,West,526
T,T,F,F,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,West,None,526,West,525
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,525,West,524
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,South,Stop,None,None,West,None,524,West,523
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,West,Stop,None,None,West,None,523,West,522
T,T,F,T,F,F,T,F,1,2,0,3,Stop,Stop,North,Stop,None,None,South,None,522,South,521
F,F,T,T,T,T,T,T,0,1,2,3,South,North,East,South,South,South,South,South,-1,South,-2
F,T,T,T,T,T,T,T,0,1,2,3,South,South,East,North,South,East,East,East,-2,South,-3
F,T,T,T,T,T,T,T,0,1,2,3,North,North,South,North,South,East,East,East,-3,South,-4
F,T,T,T,T,T,T,T,0,1,2,3,East,North,East,North,South,East,East,East,-4,South,-5
F,F,T,T,T,T,T,T,0,1,2,3,North,North,West,North,South,South,South,South,-5,South,-6
F,T,T,T,T,T,T,T,0,1,2,3,North,North,West,South,South,East,East,East,-6,South,-7
F,F,T,T,T,T,T,T,0,1,2,3,West,North,West,West,South,South,North,North,-7,South,-8
F,F,T,T,T,T,T,T,0,1,2,3,East,West,South,South,South,South,North,North,-8,South,-9
F,F,T,T,T,T,T,T,0,1,2,3,West,South,South,South,South,South,North,North,-9,South,-10
F,F,T,T,T,T,T,T,0,1,2,3,South,South,North,South,South,South,North,North,-10,South,-11
F,F,T,T,T,T,T,T,0,1,2,3,North,West,East,South,South,South,North,North,-11,South,-12
F,T,T,T,T,T,T,T,0,1,2,3,North,South,North,North,East,East,North,North,-12,East,-13
T,T,F,T,T,T,T,T,0,1,2,3,West,South,North,West,East,East,East,East,-13,East,-14
T,T,T,T,T,T,T,T,0,1,2,3,West,East,North,East,North,East,East,East,-14,North,-15
F,T,T,T,T,T,T,T,0,1,2,3,South,East,West,West,North,East,East,East,-15,North,-16
F,T,T,T,T,T,T,T,0,1,2,3,North,North,East,North,North,East,East,East,-16,North,-17
F,T,T,T,T,T,T,T,0,1,2,3,North,North,West,East,North,East,East,East,-17,North,182
F,T,F,T,F,T,T,T,3,0,1,2,Stop,East,West,West,None,East,East,East,182,East,181
T,T,F,T,F,T,T,T,3,0,1,2,Stop,North,South,North,None,East,East,East,181,East,180
T,T,F,T,F,T,T,T,3,0,1,2,Stop,West,East,East,None,East,East,East,180,East,179
T,F,F,T,F,T,T,T,3,0,1,2,Stop,West,East,West,None,South,South,South,179,South,178
T,F,T,T,F,T,T,T,3,0,1,2,Stop,North,East,East,None,South,South,South,178,South,177
T,F,T,T,F,T,T,T,3,0,1,2,Stop,South,East,East,None,South,South,South,177,South,176
T,F,T,T,F,T,T,T,3,0,1,2,Stop,West,South,West,None,South,South,South,176,South,175
